1234,3
2796,1
4264,8
317,2
3194,10
4016,-1
308,6
1856,10
2577,5
445,7
4023,-1
3122,4
2185,4
1672,7
815,7
3494,3
1840,1
2144,4
4728,0
4753,10
2231,1
360,10
1215,0
3979,3
1861,0
2356,2
4209,7
4333,5
2243,2
2318,7
3224,1
3618,-1
3292,6
4631,8
2250,9
411,8
1067,-1
1717,7
2556,3
4593,0
4515,3
3472,6
3110,9
4844,7
492,5
214,3
359,9
765,5
1328,5
406,0
2482,5
4234,1
1274,4
621,6
1830,8
925,-1
618,2
4385,8
3864,8
298,4
999,-1
475,1
3350,1
3411,8
4392,9
217,8
3014,1
3740,3
4218,1
2239,2
4011,10
968,1
3733,6
363,7
2735,-1
10,8
2973,10
780,10
2565,2
3262,-1
1782,-1
4670,6
1726,3
4616,-1
2736,9
985,10
1479,1
536,0
1986,8
3774,7
1297,0
4942,9
3505,8
1079,6
603,1
4220,9
4903,3
714,7
2798,9
1462,4
2836,5
1702,7
3743,10
2588,5
269,2
1761,6
178,9
2985,6
1299,4
4224,2
4262,10
3135,2
3487,2
1925,9
2991,3
2652,-1
1946,5
1016,6
3992,5
2452,9
2438,6
2627,6
3134,7
962,10
3354,5
1649,3
3276,8
3229,8
4173,-1
2927,5
1979,1
3668,1
2194,6
4640,4
313,6
1015,7
3460,10
353,8
4567,10
3095,2
495,1
1436,3
2700,9
1311,1
4083,2
2465,3
486,7
188,8
261,7
4781,-1
4382,7
671,2
3255,2
875,-1
2748,9
4773,4
2835,5
3207,6
3937,3
4520,8
4864,4
3093,3
734,0
3977,3
981,9
690,7
3220,10
1467,10
532,2
4243,7
3480,3
557,7
4402,10
1947,2
2461,0
4624,3
3253,7
947,0
3051,7
297,4
4103,1
2534,10
2853,2
1425,6
2466,4
9,0
117,1
4650,3
1515,7
4698,-1
4636,2
4253,8
3580,5
3496,7
2516,7
4235,2
1360,2
1684,8
281,3
3088,4
1994,5
1476,4
3907,5
1571,2
3057,1
1532,-1
4017,9
3003,4
4174,10
848,3
659,5
4354,8
3448,9
1904,4
3527,0
534,1
4271,1
4739,2
325,5
2910,8
1048,6
3734,1
358,1
4399,2
3063,2
4983,9
2967,7
2989,3
4566,8
4775,1
2805,1
4304,5
778,3
4932,-1
4970,7
135,3
3211,4
1440,9
3111,10
521,3
4241,1
3925,9
4157,5
4266,10
984,10
1592,0
183,8
2661,-1
4977,7
2024,10
1422,0
3513,5
1682,7
3833,5
22,2
316,9
3193,1
4963,9
1004,4
4401,2
577,3
2731,1
4862,-1
634,10
3583,7
2117,9
3830,1
3903,5
3557,9
3353,5
4850,6
2832,8
3356,6
4676,8
1212,9
1980,7
511,7
3721,10
1351,-1
4678,5
4215,10
3870,9
1412,0
1564,2
282,8
2,4
1648,9
1535,5
3980,7
323,0
4282,5
233,8
2751,3
3883,8
1483,6
954,3
4504,7
2422,3
4717,-1
1927,6
1419,-1
1796,8
824,5
2712,6
3154,8
3536,7
3040,7
525,6
156,4
4911,4
1023,8
2888,6
2477,1
2551,6
1356,2
4553,-1
4895,1
1913,1
2015,8
256,4
1453,1
3874,0
4216,-1
959,4
4789,10
2028,-1
437,10
3181,2
2410,10
2155,2
846,8
3795,4
2537,4
3796,0
1357,8
957,10
2076,3
3606,5
3080,7
1869,6
2502,0
3758,0
3227,8
1875,6
1214,0
843,1
2720,0
3643,8
3859,4
1736,4
60,10
405,4
2566,5
2698,6
2585,5
4745,3
2333,8
2960,7
3083,2
1478,4
2089,4
3294,3
2187,9
2328,7
2622,5
1935,2
4214,0
4316,2
3326,8
2668,3
1862,3
1524,3
372,8
3364,10
4390,4
2559,7
1309,3
1855,-1
342,-1
3409,-1
4726,3
4420,10
33,3
3875,-1
4481,-1
2940,4
4881,-1
3393,6
4734,2
1509,2
1110,8
4679,6
796,9
2915,1
2765,0
2976,7
2654,1
1242,6
1501,8
81,3
2733,5
3213,8
3725,3
1400,2
4451,10
687,4
1656,2
4095,-1
4493,4
4400,-1
3493,0
2793,7
1646,2
529,-1
4807,7
1945,0
441,6
1359,0
4845,0
4294,1
1591,3
3912,4
3331,-1
3402,8
4417,9
3990,5
2400,3
1438,-1
4756,8
1169,7
4398,4
3832,7
4180,2
2376,3
4042,0
3852,5
2889,-1
3065,6
3696,2
1340,9
4321,8
3723,5
3052,10
2345,10
158,4
704,6
4748,5
2292,0
3348,5
876,5
464,10
3594,4
1909,5
2425,0
4289,7
4880,3
1005,-1
235,10
3157,6
1063,2
1593,7
1131,6
728,6
3127,5
3877,4
1666,9
2432,1
3888,6
636,1
3205,10
3956,-1
2696,-1
1395,9
3258,-1
2740,10
1965,6
348,4
1177,0
3319,7
1558,7
2174,-1
2201,9
4169,-1
1191,0
1038,8
4212,0
1784,8
3674,6
609,2
3047,7
1538,8
2574,5
4668,8
2113,1
3538,9
1534,2
1477,1
4118,10
3407,-1
1174,3
4708,2
36,1
2156,2
2536,7
3869,0
1677,0
221,3
1450,6
3332,-1
1259,0
3940,10
3178,8
923,3
2372,0
742,8
789,0
983,5
2177,-1
505,2
1066,4
1546,9
3357,5
3168,9
2211,2
3749,1
4771,2
3950,3
1397,1
120,2
650,1
4081,3
2771,6
2744,6
3957,4
2954,3
2336,9
4898,5
4627,6
4429,4
2357,3
3312,0
4694,4
3103,2
3202,9
2399,3
2253,9
3632,5
4029,8
3648,7
6,3
574,7
3140,9
1026,3
4527,1
1150,10
3849,10
3781,1
4512,-1
4290,2
1443,5
1205,2
2546,6
4955,1
334,5
812,5
2586,-1
4045,0
646,6
2111,1
154,10
3677,0
4944,3
4729,4
701,4
2664,4
4529,-1
3548,1
4442,6
3008,10
4598,0
2920,2
2063,1
3092,1
234,8
3203,9
25,9
434,7
1349,10
1363,10
994,5
3010,10
3535,7
3644,9
3516,8
3120,5
3257,3
1852,-1
1608,6
1711,3
1742,6
4867,0
3929,7
4322,-1
1561,1
1417,-1
3767,6
2435,10
2557,4
2715,1
2729,10
4476,5
3200,2
477,0
1302,4
4281,2
1216,10
2671,0
648,10
2898,3
4001,-1
1372,3
2490,9
622,8
678,8
4185,-1
1688,3
2429,10
1324,-1
3715,10
4247,9
165,3
371,2
4249,4
2039,1
4159,0
378,7
1100,6
2381,0
2828,5
4102,6
2968,1
731,6
4405,2
4659,6
654,-1
509,5
377,0
1376,7
4156,2
1621,0
865,4
4488,3
2996,1
4939,0
4871,0
1531,2
2616,1
1697,3
4892,6
401,10
1877,6
1179,9
891,9
3625,7
2105,-1
1926,7
4366,9
3085,3
2861,9
3719,8
4168,3
3100,4
218,2
4806,8
1010,3
1180,5
4578,0
4150,2
84,1
4885,1
1156,4
2312,2
4656,8
715,1
752,6
1431,5
2689,3
4378,6
384,6
4657,8
572,3
4120,8
2988,6
3634,9
4158,2
2366,4
133,2
4921,1
4239,4
110,3
630,4
1426,6
94,9
4467,-1
