1345,2
3885,-1
3417,6
4187,5
3036,10
2428,4
4497,-1
2834,0
1553,6
3382,4
1108,1
3293,9
274,9
4527,5
838,-1
3023,1
927,10
722,0
2214,0
4700,3
4557,7
2602,2
4710,5
4931,3
1442,0
4047,2
89,8
2733,2
3734,10
1524,8
643,-1
308,8
975,7
3696,8
3801,2
1987,7
1213,6
102,5
4158,0
3456,3
2386,5
3553,5
1766,10
751,3
2082,-1
4513,-1
811,1
871,2
339,10
1309,5
3135,7
3349,10
3215,-1
1236,5
789,2
4897,10
3179,4
2641,8
4134,7
961,6
3245,9
241,5
3572,3
743,5
23,6
550,7
3281,2
2624,1
4553,8
681,1
4485,-1
511,5
857,3
3633,3
2186,-1
2058,4
1194,10
2187,1
3147,7
4013,4
205,2
4405,-1
831,1
457,9
4263,6
3531,7
2603,-1
4643,8
1416,9
4964,0
687,2
932,4
4077,0
4453,9
3880,2
4066,0
3093,2
459,0
76,5
1055,9
2061,9
2549,7
2036,2
4876,3
427,-1
547,5
4461,7
2328,6
4198,1
1779,9
2373,2
776,10
1803,2
3294,4
1869,4
4151,-1
4726,2
1105,6
3837,9
2872,7
404,7
4126,8
3447,7
357,9
4059,1
3564,2
3757,1
4923,8
1971,10
1535,6
1272,6
1308,4
4665,-1
2010,1
3710,0
136,7
3498,3
1125,0
4409,7
2449,6
3984,5
972,10
4919,9
2831,9
3856,-1
2812,10
1666,-1
4310,0
3895,4
2990,5
728,3
3493,9
2621,-1
2066,5
3109,0
625,4
2871,7
4781,-1
2644,9
2610,7
3017,6
2577,6
1129,7
4722,4
3573,8
280,1
2460,9
1310,4
474,6
987,0
4999,6
182,-1
524,9
4076,-1
2817,4
678,3
2870,7
3034,0
3909,3
3365,2
741,10
4576,9
2104,6
1812,2
1050,3
4969,6
2338,5
3074,5
88,-1
4181,6
3327,7
1224,-1
2954,0
3300,2
4032,6
4183,5
4779,3
3241,4
712,2
2560,10
4928,6
3386,4
589,10
3658,6
2808,7
538,2
4389,8
3986,8
2689,8
3651,9
129,-1
1036,-1
4612,4
2097,0
4985,10
1085,10
829,3
2478,-1
2139,10
1235,2
3570,4
4235,5
2813,4
2046,3
2217,10
1471,4
3688,5
446,1
2370,1
3412,10
809,0
4344,0
2732,10
4782,9
4754,9
2792,4
2418,5
636,6
1166,3
1147,5
2399,5
3717,1
4231,4
901,2
2079,4
3044,3
1120,3
3049,9
4463,6
406,3
2183,9
1365,1
876,6
2434,0
2666,-1
3472,-1
257,3
2956,10
1768,8
953,0
3283,2
91,7
2000,9
764,10
1426,10
4071,10
915,2
442,3
472,10
1201,1
4210,2
2646,9
1137,7
1700,4
638,6
2592,5
1265,3
4145,5
803,8
1820,3
2431,7
489,4
2410,8
1474,0
4270,-1
4363,-1
1995,10
4232,9
3290,7
2001,3
3267,3
1004,9
3768,5
1737,7
1081,8
4635,1
3002,0
2039,7
4860,-1
4619,2
1821,-1
1020,-1
2612,3
2955,10
3769,3
563,3
754,7
934,3
4747,5
3580,9
2398,3
3759,8
2016,10
766,3
3502,3
3040,2
1206,2
2785,2
1998,9
4586,6
141,4
889,1
2390,3
4400,3
4715,0
3041,8
77,5
1572,2
2660,1
3900,5
4552,4
468,0
1388,0
1000,3
4182,4
2093,8
705,0
995,0
874,10
3957,1
1647,-1
298,4
2309,1
983,10
2922,1
1172,5
2065,5
2018,9
1805,5
2703,7
4601,0
4981,-1
1257,10
4515,7
4889,10
2881,2
2567,7
148,10
3282,6
1968,8
231,1
1525,4
2085,9
2839,10
4855,5
391,1
4639,6
1749,4
1498,3
2615,3
3157,-1
2043,4
3958,4
1701,1
3740,10
3458,6
2705,5
3610,6
2063,8
4441,6
167,6
4874,1
2575,3
135,-1
4690,-1
390,10
155,7
3874,1
2856,6
2755,9
1131,8
4022,4
4589,5
3047,5
1627,6
2509,2
758,7
2995,1
584,5
4896,4
3108,4
3062,7
2396,1
3593,9
1143,4
726,6
