127,4
106,8
56,5
40,3
125,6
51,5
82,5
25,9
88,2
156,1
133,9
177,3
2,4
19,8
116,8
109,2
111,10
200,1
148,2
16,10
161,3
89,4
77,2
78,5
131,6
59,1
71,1
187,5
185,5
152,1
5,4
28,3
119,1
191,5
72,6
73,1
117,3
105,1
33,1
159,6
44,9
23,9
142,8
94,6
179,7
27,10
100,10
147,2
130,5
66,6
53,8
10,6
95,4
101,1
92,8
162,10
61,2
93,5
22,6
104,4
87,10
145,6
183,8
39,7
157,4
37,6
62,1
172,9
136,7
64,3
134,4
190,8
180,4
63,6
178,7
13,2
4,10
164,8
43,3
14,5
186,10
174,7
90,2
181,7
151,3
45,7
6,7
42,6
154,5
169,4
20,6
50,5
146,1
163,6
52,6
171,2
110,9
69,10
68,1
107,4
189,4
91,7
141,1
7,6
76,10
165,9
9,2
195,5
173,3
75,2
38,9
60,7
26,3
12,6
196,5
24,1
58,9
121,1
18,1
41,8
8,1
129,10
115,10
122,6
175,9
21,9
192,3
35,2
170,1
85,3
74,5
108,5
17,3
149,10
96,4
198,1
184,6
150,8
11,2
114,5
188,9
176,2
