54,57
174,34
41,37
67,39
77,34
107,23
140,45
184,37
13,43
45,76
79,60
108,37
153,40
97,36
66,34
152,33
190,31
115,48
72,59
167,51
85,54
194,30
185,50
155,50
75,29
88,30
59,51
98,48
30,43
31,58
21,53
96,39
110,32
104,31
28,42
116,42
121,48
112,46
159,54
142,45
161,40
106,49
145,42
176,25
151,67
55,43
25,52
78,41
125,28
42,47
149,23
180,55
120,42
109,73
4,46
127,45
138,48
103,45
191,31
130,48
68,53
80,44
156,39
40,47
16,41
27,54
86,41
83,46
34,44
200,34
111,36
148,22
87,33
196,46
168,40
126,40
177,40
50,40
137,33
95,44
26,35
33,44
5,54
46,30
113,36
157,36
101,47
91,51
62,28
160,60
172,24
76,35
29,46
44,53
163,46
162,28
122,16
150,42
48,42
165,30
64,34
1,36
38,53
8,30
179,51
22,33
133,37
147,44
11,48
49,50
175,39
131,47
69,36
37,36
173,25
7,53
182,26
93,39
135,33
198,37
100,40
171,32
102,21
84,29
36,47
134,50
61,19
63,52
114,46
71,52
128,41
32,37
14,35
56,31
99,32
19,34
92,32
90,41
143,34
81,12
43,14
164,34
6,23
189,31
94,49
17,35
118,33
2,20
178,32
181,28
141,41
195,28
74,36
3,34
124,56
119,23
82,27
39,39
158,29
47,38
188,25
199,24
117,32
70,41
170,24
136,33
105,30
58,28
186,31
129,46
123,55
197,52
139,22
10,30
52,35
23,38
192,40
60,41
73,37
57,41
183,42
24,58
9,66
166,44
132,33
193,41
35,37
89,49
146,37
144,23
51,40
53,43
15,44
169,28
187,27
154,31
18,21
20,28
65,33
12,33
