49,10
146,7
178,8
119,2
125,10
93,0
114,0
38,7
41,8
60,5
101,2
84,6
12,10
152,5
76,-1
109,9
51,0
144,10
199,1
142,4
95,1
78,-1
33,0
189,6
122,3
48,3
50,1
130,8
161,5
1,9
31,4
19,6
141,8
35,8
64,4
58,9
45,9
99,8
103,9
185,8
153,-1
193,1
188,1
127,6
27,2
94,6
75,3
22,3
179,2
40,7
63,0
137,6
159,2
123,9
192,0
112,5
138,5
11,6
183,6
172,3
39,5
154,2
132,7
107,7
55,8
3,0
14,5
149,4
8,5
108,4
32,2
9,1
135,1
157,7
171,7
89,8
7,9
52,9
150,9
175,6
139,9
181,0
195,10
177,6
160,9
129,4
57,7
46,4
167,10
90,9
44,8
17,5
72,1
85,-1
133,5
118,-1
136,9
140,10
91,3
6,-1
148,9
169,7
105,-1
21,-1
111,4
145,2
36,-1
168,4
81,8
126,1
147,7
165,6
158,3
73,4
54,0
184,-1
162,1
26,3
163,-1
98,0
173,0
121,9
29,3
82,2
198,5
190,6
69,1
155,5
104,6
79,6
164,4
106,0
182,10
100,2
116,-1
37,-1
86,4
43,9
80,7
53,0
13,3
67,10
23,7
42,-1
87,0
25,2
15,0
194,8
166,5
97,3
96,10
176,2
187,-1
4,7
151,-1
115,3
71,9
186,9
61,1
128,8
62,3
102,8
5,2
10,5
200,6
180,-1
66,8
196,7
110,2
170,6
47,-1
113,0
120,4
18,6
174,1
28,2
24,8
117,4
65,0
68,6
77,7
59,8
2,2
34,3
74,7
92,4
