99,32
18,43
117,66
80,38
137,26
9,26
81,48
4,30
90,38
104,40
95,37
162,19
160,32
79,35
150,47
124,20
57,45
147,34
112,23
88,36
64,37
97,36
182,39
45,34
189,42
135,31
34,26
108,26
13,34
149,28
144,62
178,59
86,28
132,46
41,34
20,15
175,46
100,27
91,33
167,49
170,37
59,35
185,43
23,44
40,42
145,17
156,18
96,45
70,42
141,30
62,27
188,28
50,37
7,49
60,31
39,48
130,34
193,32
119,33
139,27
19,38
179,43
127,37
25,42
196,30
98,15
82,29
126,18
158,34
29,43
177,28
3,40
138,16
28,17
58,39
43,29
14,50
186,38
93,10
103,38
114,41
142,14
77,19
200,43
67,41
73,20
194,42
89,45
171,32
32,25
49,45
199,22
56,12
131,21
146,29
84,32
101,47
1,43
87,30
192,20
172,19
148,26
24,44
83,35
129,27
110,36
61,18
152,36
157,28
31,35
173,21
169,24
140,38
