181,3
113,5
99,0
55,9
18,10
117,9
16,-1
80,3
137,2
166,-1
9,7
81,4
111,-1
66,-1
4,4
90,5
104,7
95,9
8,3
108,7
100,4
40,7
105,8
27,-1
168,6
46,1
167,1
163,-1
86,8
141,6
190,-1
39,5
185,9
162,0
160,9
79,9
150,5
124,10
57,7
147,3
112,2
88,6
164,6
64,5
97,8
45,9
182,0
189,4
135,8
34,1
153,9
106,1
13,7
145,0
149,1
102,3
144,9
76,-1
178,2
133,3
91,4
132,9
170,10
35,8
69,-1
5,10
41,4
20,0
10,5
175,6
107,7
70,5
174,-1
122,-1
38,8
120,3
59,9
7,9
151,-1
22,6
65,3
125,4
23,9
54,1
51,10
191,-1
74,4
96,6
63,9
82,4
176,-1
121,6
3,3
154,5
161,6
158,5
115,0
130,2
68,3
193,9
72,8
33,5
119,3
128,2
48,10
19,9
52,0
179,6
127,3
25,6
196,2
126,0
